"url","id","domain","title","description","license","images","creator_details","tags","date_posted","download_url","num_comments","num_likes","num_files","print_settings"
"https://www.thingiverse.com/thing:6762297","6762297","https://www.thingiverse.com/","Front window with doorway","This is the front window modified to have a 30 mm doorway.","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/16/de/d7/30/60/e3de2b9d-dbfe-467a-9573-d51de281f8ca.png"",""https://cdn.thingiverse.com/assets/6c/36/e5/97/3b/958a32f8-328b-4269-896e-4baa4f1173a4.png"",""https://cdn.thingiverse.com/assets/19/47/18/26/ac/7fd572be-3ebe-4e37-93a0-1955b2cfb973.png"",""https://cdn.thingiverse.com/assets/61/0d/b2/db/da/6ad87efb-9916-4ed7-90e5-e3e2fa037586.png""]","{""name"":""HOS***er"",""url"":""https://www.thingiverse.com/HOScaler""}",[],"2024-09-11T03:03:33.000Z","https://api.thingiverse.com/things/6762297/files",0,0,4,
"https://www.thingiverse.com/thing:6065317","6065317","https://www.thingiverse.com/","Off-Road Hummer","A fun small humvee,let me know if anything doesn't work,i am still very new to designing ","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/15/b5/50/da/dc/147dabae-a6ec-46a3-b7af-17a72b86cc47.png""]","{""name"":""haw***21"",""url"":""https://www.thingiverse.com/hawkk121""}",[],"2023-06-06T20:22:26.000Z","https://api.thingiverse.com/things/6065317/files",0,0,1,
"https://www.thingiverse.com/thing:6832873","6832873","https://www.thingiverse.com/","Funda con pistola nerf","nerf","Creative Commons - Attribution - Share Alike",[],"{""name"":""MTB***utu***"",""url"":""https://www.thingiverse.com/MTB_youtube""}",[],"2024-11-15T16:50:13.000Z","https://api.thingiverse.com/things/6832873/files",0,0,1,
"https://www.thingiverse.com/thing:6138767","6138767","https://www.thingiverse.com/","Minion Sign","minion","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/8b/c1/09/72/ed/9d836dd8-7575-4ad5-ab8c-1797bd56a9ae.png""]","{""name"":""******"",""url"":""https://www.thingiverse.com/c4k99""}",[],"2023-07-24T18:24:25.000Z","https://api.thingiverse.com/things/6138767/files",0,7,1,
"https://www.thingiverse.com/thing:2754442","2754442","https://www.thingiverse.com/","thing v5 (I think)","V%%%%%%%%%%%%%%%%%555555555555555555555555","Creative Commons - Public Domain Dedication","[""https://cdn.thingiverse.com/renders/cb/1b/40/c5/5f/ab8178b182a317d7c1a8404e07150641.png""]","{""name"":""bea***ode***14"",""url"":""https://www.thingiverse.com/beastmode11114""}",[],"2018-01-11T23:42:13.000Z","https://api.thingiverse.com/things/2754442/files",0,1,1,
"https://www.thingiverse.com/thing:4517287","4517287","https://www.thingiverse.com/","Makita case ( MAKPAC ) replacement/reinforcement hinge","*\*\*\*edit 02/07/2020 (non-retarded date format)\*\*\*
Of course, I just noticed that someone already designed a similar part, and it look really nice (if not better), [check it out here](https://www.thingiverse.com/thing:4235024) !

*\*\*\*edit 02/07/2020 (non-retarded date format)\*\*\*
added a left and right version so you don't have to go through the tedious process of copying and flipping ;)*

#what it is
Just two ""hinges"" to replace broken ones of makita MAKPAC top cover. I didn't try on festool systainer, it may work (please let me know)...

#how to print it
The orientation toward the printing bed (bigger face towards bed) should be already set (tested in cura).

Concerning the filling and stuff you shouldn't be too worried about the strength because of the forces orientation. I used 20% with 2 lines walls and its plenty enough.

#how to use it
**look at the uploaded photos**
- carefully remove the original pins form the inside out
- After printing, you can put a bit of glue inside the top cover hole thingy (might be unnecessary due to force fit), then push the printed hinges inside and hammer then gently all the way down.
*Note : don't mistake the left and right hinge tho cause they can be hard to remove*
- put back the original pins

-------------

I designed this part after wind slammed and broke the top cover of my makita MAKPAC storage box.

I noticed the original hinge were pretty weak but seemed be easily replaceable, so i did.

","Creative Commons - Public Domain Dedication","[""https://cdn.thingiverse.com/assets/f4/39/7d/28/cd/right_hinge.png"",""https://cdn.thingiverse.com/assets/3e/c6/23/3e/ca/IMG_20200702_175338.jpg"",""https://cdn.thingiverse.com/assets/00/d6/1f/89/43/IMG_20200702_175413.jpg"",""https://cdn.thingiverse.com/assets/40/3f/2c/53/04/IMG_20200702_175426.jpg"",""https://cdn.thingiverse.com/assets/0a/b0/4c/dc/08/IMG_20200702_175325.jpg"",""https://cdn.thingiverse.com/assets/4e/a1/bf/e0/83/2020-07-02_21h12m52s_CE3_right_hinge_-_Ultimaker_Cura.png"",""https://cdn.thingiverse.com/assets/a8/f3/02/6e/0f/left_hinge.png""]","{""name"":""ant***let***"",""url"":""https://www.thingiverse.com/anticolette""}","[""Makita"",""makpac"",""systainer""]","2020-07-02T16:33:56.000Z","https://api.thingiverse.com/things/4517287/files",0,12,2,
"https://www.thingiverse.com/thing:6196617","6196617","https://www.thingiverse.com/","rodillo soporte filamento Artillery X2","SUPLEMENTO PARA SOPORTE DE BOBINA EN ARTILLERY X2","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/2e/04/6d/22/57/b6ef22e1-1578-4d4f-86b6-49259fab7814.png""]","{""name"":""dan***29"",""url"":""https://www.thingiverse.com/danigp29""}","[""artillery"",""Artillery Sidewinder"",""filament""]","2023-08-31T19:45:11.000Z","https://api.thingiverse.com/things/6196617/files",0,0,1,
"https://www.thingiverse.com/thing:3315377","3315377","https://www.thingiverse.com/","Lion statue","if you are an animal lover and you are a leader by nature. then this model is for you. have fun.PS: file needs to be scaled up and tweaked a bit with ure slicer before printing :)","Creative Commons - Public Domain Dedication","[""https://cdn.thingiverse.com/assets/63/0e/3e/3b/49/lion.pnb.png"",""https://cdn.thingiverse.com/assets/4a/1e/48/31/1a/lion3.png"",""https://cdn.thingiverse.com/assets/b3/25/71/cd/a6/lion2.png"",""https://cdn.thingiverse.com/renders/76/d5/49/9a/9a/882f019fa956d89cd344cee7e4544c47.png""]","{""name"":""med***z"",""url"":""https://www.thingiverse.com/medaziz""}","[""3d animals""]","2018-12-26T22:10:18.000Z","https://api.thingiverse.com/things/3315377/files",0,14,1,
"https://www.thingiverse.com/thing:6706057","6706057","https://www.thingiverse.com/","CHRONO GAUNTLET BLUE TOOTH JACOBS LADDER AND SIRENS AND RASBERRY PI BOTTOM MOUNT WITH SOFTWARE","This object was made in Tinkercad. Edit it online https://www.tinkercad.com/things/lV1RzebOznY","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/68/90/15/77/d3/73a72639-e047-49a2-af23-7293ee61d406.png""]","{""name"":""ego***icd***"",""url"":""https://www.thingiverse.com/egoisticduke""}",[],"2024-07-23T04:31:57.000Z","https://api.thingiverse.com/things/6706057/files",0,0,1,
"https://www.thingiverse.com/thing:6199690","6199690","https://www.thingiverse.com/","Enclosure filament bulkhead","Tight threads after print. On and off a few times makes the fit better. Designed to have a hole in a fabric enclosure for filament. ","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/74/73/20/ec/6f/29559d59-4a3c-40f5-8002-055cc5ee8ab2.png"",""https://cdn.thingiverse.com/assets/4d/cf/f8/be/04/ad77ebfa-9a48-40f2-9fde-774c9cbfb76b.png""]","{""name"":""tro***n19***"",""url"":""https://www.thingiverse.com/troddan1979""}",[],"2023-09-03T00:56:22.000Z","https://api.thingiverse.com/things/6199690/files",0,0,3,"Printer: Voxelab Aries Rafts: No Supports: No Infill: 50-100 Filament brand: Voxelab Filament material: PLA"
"https://www.thingiverse.com/thing:6684765","6684765","https://www.thingiverse.com/","3D Scanner Calibration Panel Holder","Adjustable Calibration Panel Stand, helps you to hold different size of calibration panels, at different angles, to achieve best field and depth calibration for your 3D scanner.

I have my own DIY 3D Scanner, based on Modified Version of FlexScan3D,  and one of its advantages is that it has a flat calibration panel, that allows the user to have a precise calibration and reach incredible accuracy on the scans. 

You can 3D print this stand with PLA or PETG or any other material. 
it is better to use higher infill percentage, to make sure that your stand has enough strength.  Calibration panels are so sensitive. take care about them.

Join us on Telegram to make your own DIY Professional 3D Scanner: https://t.me/DIY_3D_Scanner","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/07/fc/b6/37/93/4c7b0c0f-d2ec-4b28-b376-c98076be8736.png"",""https://cdn.thingiverse.com/assets/0e/1f/70/3a/d1/6765c625-7e4e-4f0d-a6d0-32cf7b391873.jpg"",""https://cdn.thingiverse.com/assets/bb/75/47/e6/56/733d2e5e-b0fd-4be3-909b-181677da45dd.jpg"",""https://cdn.thingiverse.com/assets/e2/5d/22/38/ae/985fbf2a-d0dc-4093-bb8d-2895f1496941.jpg"",""https://cdn.thingiverse.com/assets/dd/a8/3b/92/01/bef2b3cc-ad64-426f-98f5-9b34aef6ecb6.jpg"",""https://cdn.thingiverse.com/assets/11/98/78/2c/bb/67e9a288-44eb-47ab-9184-94758e2f29d2.png""]","{""name"":""DIY***_Sc***er"",""url"":""https://www.thingiverse.com/DIY_3D_Scanner""}","[""3dprint"",""3dscan"",""3dscanner"",""3D scanner"",""calibration""]","2024-07-04T15:10:50.000Z","https://api.thingiverse.com/things/6684765/files",0,1,4,
"https://www.thingiverse.com/thing:6113601","6113601","https://www.thingiverse.com/","calamardo redentor","imprime esta bonita estatua","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/56/44/d2/02/5b/cc4610d0-e65f-431a-981f-950bce33db71.png"",""https://cdn.thingiverse.com/assets/cd/87/97/ff/0f/588c954c-0ad3-4a0f-8353-2b7704dc9c16.png"",""https://cdn.thingiverse.com/assets/1b/ed/c9/30/08/bebf2d42-fda4-4792-b25a-121e4a5982ed.png"",""https://cdn.thingiverse.com/assets/cb/bc/9f/a0/9a/22f2dc0a-a200-4da1-ba40-6388eb285164.png""]","{""name"":""som***ous***"",""url"":""https://www.thingiverse.com/sombrious""}",[],"2023-07-08T12:14:39.000Z","https://api.thingiverse.com/things/6113601/files",0,0,1,
"https://www.thingiverse.com/thing:6488762","6488762","https://www.thingiverse.com/","Werner der Fahrer 1:14 - 1:16","Ich habe die Figur auf dem Photon s gedruckt mit mittlerem support. Slicer = Chitubox
Für 1:14 ca 91 mm hoch ausdrucken.","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/62/0a/c0/be/92/ff195ec8-b8ae-48c4-a81b-535733f1e4fa.png""]","{""name"":""hie***5"",""url"":""https://www.thingiverse.com/hiese75""}",[],"2024-02-17T10:57:31.000Z","https://api.thingiverse.com/things/6488762/files",0,4,1,"Printer brand: Anycubic Printer: PhotonS Rafts: Yes Supports: Yes Notes: Ich habe ein Resindrucker"
"https://www.thingiverse.com/thing:5216584","5216584","https://www.thingiverse.com/","Among Us","Just an among us figure","Creative Commons - Attribution - No Derivatives","[""https://cdn.thingiverse.com/assets/ad/f2/00/1d/45/Screenshot_2022-01-25_180558.png"",""https://cdn.thingiverse.com/assets/f8/65/cd/89/d0/Among_Us.png""]","{""name"":""All***sse***"",""url"":""https://www.thingiverse.com/Allexysse""}",[],"2022-01-25T23:06:45.000Z","https://api.thingiverse.com/things/5216584/files",0,13,1,"Printer brand: Ultimaker Printer: Ultimaker 3"
"https://www.thingiverse.com/thing:6710800","6710800","https://www.thingiverse.com/","Loona Drive wheel treaded tires","This is version 2 of tires with tread for Loona the Pet Robot. Mirror imaged tread and printed in TPE. It gives her more traction enabling her to cross the transition between tile and carpet easier. ","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/d5/1f/1d/dd/df/fcae1610-92a4-4a7b-8601-64322c4b5d3a.jpg"",""https://cdn.thingiverse.com/assets/f4/1b/22/08/14/e0a3af41-b6f8-440c-895e-d2a331e9b69a.png""]","{""name"":""sab***est***"",""url"":""https://www.thingiverse.com/sabenwestern""}","[""loona"",""loona tires"",""loona wheels"",""loona the petbot"",""tires"",""wheels""]","2024-07-27T06:53:06.000Z","https://api.thingiverse.com/things/6710800/files",0,3,1,
"https://www.thingiverse.com/thing:6754035","6754035","https://www.thingiverse.com/","Trash Can STL","trash can stl no gcode.","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/7d/bf/b5/d6/62/94b7180f-bf62-49d8-bc7e-d119864ae474.png"",""https://cdn.thingiverse.com/assets/5d/1a/0c/1c/90/66b8ce86-36b6-4700-83f0-f985c36cbd44.png"",""https://cdn.thingiverse.com/assets/d6/05/ab/37/5e/480feec2-8920-44c2-8511-f55e1f9ba645.png""]","{""name"":""Zel***Des***"",""url"":""https://www.thingiverse.com/ZeltarDesign""}",[],"2024-09-03T22:47:35.000Z","https://api.thingiverse.com/things/6754035/files",0,0,3,
"https://www.thingiverse.com/thing:6620232","6620232","https://www.thingiverse.com/","Flipper Zero AIO BOARD v1.4","A Case for the Flipper Zero AIO Board v1.4

4x M3*8mm
4x M3 Nuts

Print With Supports ON","Creative Commons - Attribution","[""https://cdn.thingiverse.com/assets/af/2a/69/4f/5e/487dd032-ba7d-4e80-9836-779c9c723def.jpg"",""https://cdn.thingiverse.com/assets/53/2a/0d/34/0e/7d9f8c63-c3af-4987-9c29-d9324ca3cb49.jpg"",""https://cdn.thingiverse.com/assets/c2/0a/99/5d/1c/575d1521-63d1-4a3d-a5f2-b49e8fd579e1.jpg"",""https://cdn.thingiverse.com/assets/ad/9c/fc/9b/af/59b567f0-a22f-4389-93a3-2e1eb1edd2d2.jpg"",""https://cdn.thingiverse.com/assets/30/b3/74/8e/e8/daa297a2-38eb-44f2-911d-6f160fe80e5d.png"",""https://cdn.thingiverse.com/assets/35/81/4c/00/ec/3267d777-f9a2-48bf-80aa-703ad1f4cc3b.png"",""https://cdn.thingiverse.com/assets/38/86/75/c2/52/70fc3193-9c40-42e0-9d9c-3ce45f510159.jpg""]","{""name"":""com***y"",""url"":""https://www.thingiverse.com/comaboy""}",[],"2024-05-13T13:30:22.000Z","https://api.thingiverse.com/things/6620232/files",6,31,2,
"https://www.thingiverse.com/thing:6696944","6696944","https://www.thingiverse.com/","Boring Company Not A flamethrower Shell","This is an outer shell Based off The Boring Company's NOT A FLAMETHROWER design and is hollow on the inside so you can make your own NOT A FLAMETHROWER ","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/cb/21/ae/2b/92/cbe9f830-8354-4db3-a9e0-7bc5cd8f3af0.png"",""https://cdn.thingiverse.com/assets/e7/04/db/16/fc/1adf91c9-c22f-485f-a006-bf1bb296692a.png""]","{""name"":""dud***ruh***"",""url"":""https://www.thingiverse.com/dude_bruh""}",[],"2024-07-15T04:51:25.000Z","https://api.thingiverse.com/things/6696944/files",0,0,1,
"https://www.thingiverse.com/thing:6828250","6828250","https://www.thingiverse.com/","Cross Country Metal Spike Stand","Stand to hold the metal cross country spikes. Can hold 12.","Creative Commons - Attribution - Share Alike","[""https://cdn.thingiverse.com/assets/dc/46/fb/f5/ba/XC_Spike_Holder.png""]","{""name"":""Pri***rTo***"",""url"":""https://www.thingiverse.com/PrinterTommy""}","[""running"",""shoes"",""spikes""]","2024-11-11T18:43:50.000Z","https://api.thingiverse.com/things/6828250/files",0,0,1,
"https://www.thingiverse.com/thing:1544109","1544109","https://www.thingiverse.com/","3D scan of Bressant","3D scan of Bressant.

For more information visit http://threedscans.com/musee-carnavalet/bressant/
","Creative Commons - Public Domain Dedication","[""https://cdn.thingiverse.com/assets/23/51/d9/f4/f0/Bressant.png""]","{""name"":""oli***lar***"",""url"":""https://www.thingiverse.com/oliverlaric""}",[],"2016-05-06T12:44:29.000Z","https://api.thingiverse.com/things/1544109/files",0,18,1,
"https://www.thingiverse.com/thing:6552886","6552886","https://www.thingiverse.com/","storm 1","a realistic storm ","Creative Commons - Public Domain Dedication","[""https://cdn.thingiverse.com/assets/42/a4/9e/0f/71/03e18e19-b5e7-4f61-9e49-2a95a2fff536.png""]","{""name"":""gar***123***"",""url"":""https://www.thingiverse.com/gariba1234""}","[""flash"",""storm"",""Thunder""]","2024-03-28T00:42:55.000Z","https://api.thingiverse.com/things/6552886/files",0,0,1,
